Pass_Number,QBER,Block_Size
0,23.77789306640625,
1,14.285095214843748,4
2,5.549560546875,4
3,2.365513392857143,8
4,0.47498582766439906,8
5,0.018626498218334953,8
6,0.0,8
7,0.0,8
