Pass_Number,QBER,Block_Size
0,24.382049560546875,
1,14.943603515625,4
2,6.042317708333334,4
3,2.7625248015873014,8
4,0.63624929138322,8
5,0.03433754454162617,8
6,0.00013883104262113008,8
7,0.0,8
8,0.0,8
9,0.0,8
10,0.0,8
11,0.0,8
12,0.0,8
13,0.0,8
14,0.0,8
15,0.0,8
